Date,Month,Accion,EV / Free Cashflow,EV / EBITDA,EV / Revenue,Total Liabilities / Total Assets,Long Term Liabilities / Total Assets,ROIC,Total Current Liabilities / Total Liabilities,ROE,PER,Sector,Year
2023-01-31,1,A,193.29598499644885,84.71138784704931,24.217036844657603,0.4863082699880941,0.3090026559208719,0.059345156889495224,0.36459510357815444,0.06275628454269923,97.3845267284457,Healthcare,2023
2022-10-31,10,A,121.3123294890873,83.22334037545372,24.800465412047053,0.49629699962020507,0.3195974173946069,0.06808146987608603,0.3560359670939353,0.06936852026390197,102.65130359738373,Healthcare,2022
2022-07-31,7,A,154.9715082137311,76.23598387933546,22.00992316888847,0.5144028996566196,0.33298359404807326,0.06006352873231302,0.35267939922121266,0.06462384600274995,92.01546804130534,Healthcare,2022
2022-04-30,4,A,168.5332686890206,84.65317853875116,22.967508302984136,0.5100908656145385,0.3366810138689622,0.05190615835777126,0.33995874742171384,0.053494728621632175,104.48304404420033,Healthcare,2022
2022-01-31,1,A,227.7962050543891,97.16425808007118,24.49421559724614,0.5009199186598238,0.3475355863271037,0.05055010407374368,0.3062052967330369,0.05490880869227784,113.96334366991341,Healthcare,2022
2021-10-31,10,A,128.0617791025262,87.99905254784802,29.315347023469855,0.49659037832788416,0.3370387669313405,0.0716796576493963,0.32129420617005267,0.08201892744479496,94.82929353085821,Healthcare,2021
2021-07-31,7,A,173.433542905535,112.41062966099491,30.618784371721187,0.5285482794776475,0.36421694786007053,0.054579673776662486,0.3109107303877367,0.05337646583097452,145.91762233297155,Healthcare,2021
2021-04-30,4,A,103.99769312021684,123.95400720544764,30.074086994108608,0.5374110405847279,0.3683400653971918,0.04605469977994341,0.31460272011453116,0.04490644490644491,161.13084605823863,Healthcare,2021
2021-01-31,1,A,200.39045560420467,96.99488883053641,25.501886146013128,0.5034112052925367,0.3290262559437668,0.05540676263809843,0.34640657084188914,0.05995004163197336,110.39458142371274,Healthcare,2021
2020-10-31,10,A,105.45622126988002,97.64464932396298,24.888521540430215,0.49381946608496935,0.3414355458606004,0.0521498877568641,0.30858224652923855,0.045557151651959775,129.9338535901011,Healthcare,2020
2020-07-31,7,A,118.68659869889568,100.22423890128968,25.03618973347046,0.47821076890844333,0.3405614917242824,0.04002690884628322,0.287842278203724,0.0399518169042361,120.02209903492647,Healthcare,2020
2020-04-30,4,A,99.85117983136858,128.8402320404756,22.583465551521165,0.49571655208884186,0.2900052882072977,0.023769386378961564,0.41497759761041175,0.02118288590604027,171.75852790245642,Healthcare,2020
2020-01-31,1,A,-247.0564460344212,72.25235685912318,16.931650317760628,0.4897379223239659,0.29060098936954004,0.03928336620644313,0.4066193853427896,0.040635313531353134,85.92983984664494,Healthcare,2020
2019-10-31,10,A,93.9734999965614,81.36729877751048,19.52338990418686,0.49767245027507406,0.27761320355480323,0.04365148103239217,0.4421768707482993,0.040859309182813816,104.74887346540179,Healthcare,2019
2019-07-31,7,A,119.66912090594951,79.10331720901748,18.316702179482068,0.4496231884057971,0.26156521739130434,0.0502092050209205,0.41825683341928827,0.04023593848746577,96.29123378785188,Healthcare,2019
2019-04-30,4,A,106.16549392485283,78.51822988192241,18.265953316634615,0.43194413655508757,0.30802482819773885,0.049286912751677854,0.28688734924300746,0.035512195121951216,98.16346241877629,Healthcare,2019
2019-01-31,1,A,140.7768632735329,76.54741940498351,19.07723848099278,0.43744414655942804,0.3151251117068811,0.055683483357755914,0.2796220633299285,0.10007942811755362,44.52189606042217,Healthcare,2019
2018-10-31,10,A,60.318324601261125,63.92224965605346,15.708868153496908,0.4648167661866292,0.32771338250790305,0.0636076717649915,0.29496221662468514,0.04269761331289687,85.84824541580578,Healthcare,2018
2018-07-31,7,A,130.66123106421495,68.4614757013778,17.812503652976932,0.45286860701880466,0.33141693616001916,0.06143667296786389,0.2681830203649828,0.051709027169149865,76.62127427651849,Healthcare,2018
2018-04-30,4,A,71.58279158648322,61.66760761673386,15.13566488768924,0.47438524590163933,0.31898907103825136,0.06618240516545601,0.3275737940964723,0.04443962714068936,75.69016543301669,Healthcare,2018
2018-01-31,1,A,128.9843283868605,65.7650358551427,16.509141948772402,0.479650494366521,0.3231777420096574,0.06693121693121692,0.32622243528283795,-0.07076514816452897,-76.23004007339478,Healthcare,2018
2017-10-31,10,A,87.06523132324219,67.19799733001913,16.84188663107292,0.42618086873961547,0.2762876809874199,0.059077809798270896,0.3517126148705096,0.03663837714758849,94.0545600197532,Healthcare,2017
2017-07-31,7,A,103.82857833037505,73.03531175330565,17.24262746060986,0.44183512891901705,0.29161118508655126,0.05138148327678139,0.34,0.03797743055555555,90.73864972866076,Healthcare,2017
2017-04-30,4,A,83.38558845876533,67.33779596292747,16.192845671665864,0.4542165668662675,0.3061377245508982,0.052409339294585196,0.32600933809393023,0.03751143641354071,87.87688855157383,Healthcare,2017
2017-01-31,1,A,190.24664352053688,59.62954498404887,14.977242788870758,0.453760162601626,0.3154217479674797,0.052618577075098816,0.30487122060470323,0.03909704444961601,77.28437169392903,Healthcare,2017
2016-10-31,10,A,75.49132730672648,60.7939007514346,12.366716084450243,0.45522196561457534,0.33397485245060304,0.04406428201140487,0.2663472378804961,0.029695969832665568,86.12452176722086,Healthcare,2016
2016-07-31,7,A,83.52909417993882,67.2983223250692,13.601480853055172,0.43806568399275925,0.28924230669769846,0.03745968742247581,0.339728453364817,0.02855169237854018,90.13631062478012,Healthcare,2016
2016-04-30,4,A,58.640691898795716,67.48099721017195,13.178330171564493,0.4548429319371728,0.30654450261780103,0.03450920245398773,0.3260431654676259,0.02186448822681403,106.86498785018921,Healthcare,2016
2016-01-31,1,A,166.230462165728,53.69391034556701,11.804303247177183,0.44563133388112847,0.31594083812654067,0.041590850012997144,0.2910264290104487,0.029913473423980222,77.56492917042858,Healthcare,2016
2015-10-31,10,A,57.622014777604925,56.569557886689765,11.969790509357544,0.4424388287204172,0.31194009894370905,0.04445065697511882,0.2949531580537927,0.033597312215022795,75.02157905887316,Healthcare,2015
2015-07-31,7,A,115.41715129037921,50.10793397484756,10.130302233573717,0.43373327816852847,0.3160943318163012,0.03882704317132772,0.2712241653418124,0.027053375578844747,74.25087822808159,Healthcare,2015
2015-04-30,4,A,66.16204715597219,67.32278482537521,11.954513193290925,0.4386130599028602,0.3131408526713438,0.029858999170583357,0.2860658258997232,0.020923520923520924,100.443301709493,Healthcare,2015
2015-01-31,1,A,-241.6578603891226,75.24675892355913,12.247766803347345,0.43609522542891344,0.31267455778693976,0.026211278792692614,0.28301311375419336,0.014869011092754307,134.29081175499357,Healthcare,2015
2014-10-31,10,A,85.8377634413699,78.59171847553998,11.604146352093151,0.5095700416088765,0.35312066574202494,0.012852928782132322,0.3070223189983669,0.01282776834559517,113.0189700467246,Healthcare,2014
2014-07-31,7,A,-519.3651701609294,42.2534375724146,12.353581847237171,0.45664739884393063,0.30452793834296726,0.03606737458806298,0.33312236286919833,0.026077700904736562,66.17677530817961,Healthcare,2014
2014-04-30,4,A,45.31817479377246,42.092135232181874,12.567995843617057,0.48947941229820424,0.33357518592417923,0.036878375861426706,0.3185102834908282,0.02470671880554568,69.25781362564837,Healthcare,2014
2014-01-31,1,A,82.10667296544017,41.330723891387116,12.136799872867645,0.48796766309456663,0.34235758601240834,0.03705762460626274,0.2984010787902138,0.03581925055106539,51.38449486129952,Healthcare,2014
2013-10-31,10,A,36.36547617152117,38.96301018377269,-10.723153230063936,0.5050533408197642,0.35513756316676026,0.04274952919020716,0.29683157309616454,0.04180855088914113,48.16188184298002,Healthcare,2013
